ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
511002;Here you can turn the external antennas on or off;Hier können Sie die externen Antennen ein- oder ausschalten;Burada dış antenlere açabilirsiniz ve kapatabilirsiniz.;Here you can turn the external antennas on or off;Here you can turn the external antennas on or off;Aquí puede encender o apagar las antenas externas;Here you can turn the external antennas on or off;;Hier können Sie die externen Antennen ein- oder ausschalten;Here you can turn the external antennas on or off;Burada dış antenlere açabilirsiniz ve kapatabilirsiniz.;Hier können Sie die externen Antennen ein- oder ausschalten;Here you can turn the external antennas on or off;Here you can turn the external antennas on or off
511003;Enable external antennas;Externe Antennen freigeben;Harici antenleri etkinleştirin;Enable external antennas;Enable external antennas;Habilitar antenas externas;Enable external antennas;;Externe Antennen freigeben;Enable external antennas;Harici antenleri etkinleştirin;Externe Antennen freigeben;Enable external antennas;Enable external antennas
512001;NA;NA;NA;NA;Quality of Service;Calidad de Servicio;NA;NA;NA;NA;NA;NA;NA;NA
512002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
512003;NA;NA;NA;NA;Quality of Service Rules;Reglas de calidad de servicio;NA;NA;NA;NA;NA;NA;NA;NA
512004;NA;NA;NA;NA;Order;Orden;NA;NA;NA;NA;NA;NA;NA;NA
512005;NA;NA;NA;NA;Match criteria;Criterios;NA;NA;NA;NA;NA;NA;NA;NA
512006;NA;NA;NA;NA;Action;Acción;NA;NA;NA;NA;NA;NA;NA;NA
512007;NA;NA;NA;NA;Status;Estado;NA;NA;NA;NA;NA;NA;NA;NA
512008;NA;NA;NA;NA;Interface: LAN;Interfaz: LAN;NA;NA;NA;NA;NA;NA;NA;NA
512009;NA;NA;NA;NA;Protocol: 2;Protocolo: 2;NA;NA;NA;NA;NA;NA;NA;NA
512010;NA;NA;NA;NA;Queue: 1;Cola: 1;NA;NA;NA;NA;NA;NA;NA;NA
512011;NA;NA;NA;NA;Priority: 7;Prioridad: 7;NA;NA;NA;NA;NA;NA;NA;NA
512012;NA;NA;NA;NA;Enabled;Activado;NA;NA;NA;NA;NA;NA;NA;NA
512013;NA;NA;NA;NA;Interface;Interfaz;NA;NA;NA;NA;NA;NA;NA;NA
512014;NA;NA;NA;NA;Priority;Prioridad;NA;NA;NA;NA;NA;NA;NA;NA
512015;NA;NA;NA;NA;Exclude;Excluir;NA;NA;NA;NA;NA;NA;NA;NA
512016;NA;NA;NA;NA;DSCP;DSCP;NA;NA;NA;NA;NA;NA;NA;NA
512017;NA;NA;NA;NA;Protocol;Protocolo;NA;NA;NA;NA;NA;NA;NA;NA
512018;NA;NA;NA;NA;Source IP;IP de origen;NA;NA;NA;NA;NA;NA;NA;NA
512019;NA;NA;NA;NA;Subnet Mask;Máscara de subred;NA;NA;NA;NA;NA;NA;NA;NA
512020;NA;NA;NA;NA;Destination IP;IP de destino;NA;NA;NA;NA;NA;NA;NA;NA
512021;NA;NA;NA;NA;Source MAC;MAC origen;NA;NA;NA;NA;NA;NA;NA;NA
512022;NA;NA;NA;NA;MAC Mask;Máscara MAC;NA;NA;NA;NA;NA;NA;NA;NA
512023;NA;NA;NA;NA;Destination MAC;MAC destino;NA;NA;NA;NA;NA;NA;NA;NA
512024;NA;NA;NA;NA;Queue;Cola;NA;NA;NA;NA;NA;NA;NA;NA
512025;NA;NA;NA;NA;Remove;Eliminar;NA;NA;NA;NA;NA;NA;NA;NA
512026;NA;NA;NA;NA;Any;Cualquiera;NA;NA;NA;NA;NA;NA;NA;NA
512027;NA;NA;NA;NA;TCP;TCP;NA;NA;NA;NA;NA;NA;NA;NA
512028;NA;NA;NA;NA;UDP;UDP;NA;NA;NA;NA;NA;NA;NA;NA
512029;NA;NA;NA;NA;Other;Otro;NA;NA;NA;NA;NA;NA;NA;NA
512030;NA;NA;NA;NA;Local;Local;NA;NA;NA;NA;NA;NA;NA;NA
512031;NA;NA;NA;NA;WLAN;WLAN;NA;NA;NA;NA;NA;NA;NA;NA
512032;NA;NA;NA;NA;Outgoing Interface;Interfaz de salida;NA;NA;NA;NA;NA;NA;NA;NA
512033;NA;NA;NA;NA;Ethernet Protocol;Protocolo Ethernet;NA;NA;NA;NA;NA;NA;NA;NA
512034;NA;NA;NA;NA;802.1Q;802.1Q;NA;NA;NA;NA;NA;NA;NA;NA
512035;NA;NA;NA;NA;IP Protocol;Protocolo IP;NA;NA;NA;NA;NA;NA;NA;NA
512036;NA;NA;NA;NA;IGMP;IGMP;NA;NA;NA;NA;NA;NA;NA;NA
512037;NA;NA;NA;NA;Source Port;Puerto origen;NA;NA;NA;NA;NA;NA;NA;NA
512038;NA;NA;NA;NA;Destination Port;Puerto destino;NA;NA;NA;NA;NA;NA;NA;NA
512039;NA;NA;NA;NA;IP Length;Longitud IP;NA;NA;NA;NA;NA;NA;NA;NA
512040;NA;NA;NA;NA;DSCP Check;Comprobación de DSCP;NA;NA;NA;NA;NA;NA;NA;NA
512041;NA;NA;NA;NA;Priority Check;Comprobación de prioridad;NA;NA;NA;NA;NA;NA;NA;NA
512042;NA;NA;NA;NA;VLAN ID Check;Comprobación de VLAN ID;NA;NA;NA;NA;NA;NA;NA;NA
512043;NA;NA;NA;NA;Mark 802.1D Priority;Marcar prioridad 802.1D;NA;NA;NA;NA;NA;NA;NA;NA
512044;NA;NA;NA;NA;Ingress Priority;Prioridad entrante;NA;NA;NA;NA;NA;NA;NA;NA
512045;NA;NA;NA;NA;Prefix length;Longitud de prefijo;NA;NA;NA;NA;NA;NA;NA;NA
512046;NA;NA;NA;NA;FTTH Upstream Bandwidth (in kbps);FTTH Upstream Bandwidth (in kbps);NA;NA;NA;NA;NA;NA;NA;NA
512047;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
513001;NA;NA;NA;NA;Internet Time;NTP;NA;NA;NA;NA;NA;NA;NA;NA
513002;NA;NA;NA;NA;Internet Time Settings;Ajustes NTP;NA;NA;NA;NA;NA;NA;NA;NA
513003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
513004;NA;NA;NA;NA;Time Zone;Zona Horaria;NA;NA;NA;NA;NA;NA;NA;NA
513005;NA;NA;NA;NA;Synchronize with Internet Time Server;Sincronizar con servidor NTP;NA;NA;NA;NA;NA;NA;NA;NA
513006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
513007;NA;NA;NA;NA;Update Period;Periodo de actualización;NA;NA;NA;NA;NA;NA;NA;NA
513008;NA;NA;NA;NA;Retry Interval;Retry Interval;NA;NA;NA;NA;NA;NA;NA;NA
513009;NA;NA;NA;NA;1st NTP Time Server;Primer Servidor NTP;NA;NA;NA;NA;NA;NA;NA;NA
513010;NA;NA;NA;NA;2nd NTP Time Server;Segundo Servidor NTP;NA;NA;NA;NA;NA;NA;NA;NA
513011;NA;NA;NA;NA;3rd NTP Time Server;Tercer Servidor NTP;NA;NA;NA;NA;NA;NA;NA;NA
513012;NA;NA;NA;NA;4th NTP Time Server;Cuarto Servidor NTP;NA;NA;NA;NA;NA;NA;NA;NA
513013;NA;NA;NA;NA;5th NTP Time Server;Quinto Servidor NTP;NA;NA;NA;NA;NA;NA;NA;NA
514001;NA;NA;NA;NA;SNMP Configuration;Configuración de SNMP;NA;NA;NA;NA;NA;NA;NA;NA
514002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
514003;NA;NA;NA;NA;SNMP Agent;Agente SNMP;NA;NA;NA;NA;NA;NA;NA;NA
514004;NA;NA;NA;NA;Read Community;Read Community;NA;NA;NA;NA;NA;NA;NA;NA
514005;NA;NA;NA;NA;Write Community;Write Community;NA;NA;NA;NA;NA;NA;NA;NA
514006;NA;NA;NA;NA;System Name;System Name;NA;NA;NA;NA;NA;NA;NA;NA
514007;NA;NA;NA;NA;System Location;System Location;NA;NA;NA;NA;NA;NA;NA;NA
514008;NA;NA;NA;NA;System Contact;System Contact;NA;NA;NA;NA;NA;NA;NA;NA
514009;NA;NA;NA;NA;System Description;System Description;NA;NA;NA;NA;NA;NA;NA;NA
514010;NA;NA;NA;NA;SNMPv3;SNMPv3;NA;NA;NA;NA;NA;NA;NA;NA
514011;NA;NA;NA;NA;Username;Username;NA;NA;NA;NA;NA;NA;NA;NA
514012;NA;NA;NA;NA;Password;Password;NA;NA;NA;NA;NA;NA;NA;NA
514013;NA;NA;NA;NA;Private Key;Private Key;NA;NA;NA;NA;NA;NA;NA;NA
515001;NA;NA;NA;NA;TR-069 Client Configuration;Configuración del cliente TR-069;NA;NA;NA;NA;NA;NA;NA;NA
515002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
515003;NA;NA;NA;NA;Inform;Inform;NA;NA;NA;NA;NA;NA;NA;NA
515004;NA;NA;NA;NA; Inform Interval; Inform Interval;NA;NA;NA;NA;NA;NA;NA;NA
515005;NA;NA;NA;NA;ACS URL;ACS URL;NA;NA;NA;NA;NA;NA;NA;NA
515006;NA;NA;NA;NA;ACS Username;ACS Username;NA;NA;NA;NA;NA;NA;NA;NA
515007;NA;NA;NA;NA;ACS Password;ACS Password;NA;NA;NA;NA;NA;NA;NA;NA
515008;NA;NA;NA;NA;Connection Request Username;Connection Request Username;NA;NA;NA;NA;NA;NA;NA;NA
515009;NA;NA;NA;NA;Connection Request Password;Connection Request Password;NA;NA;NA;NA;NA;NA;NA;NA
516001;NA;NA;NA;NA;Language;Idioma;NA;NA;NA;NA;NA;NA;NA;NA
516002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
516003;NA;NA;NA;NA;English;English;NA;NA;NA;NA;NA;NA;NA;NA
516004;NA;NA;NA;NA;Español;Español;NA;NA;NA;NA;NA;NA;NA;NA
517001;NA;NA;NA;NA;ICMP;ICMP;NA;NA;NA;NA;NA;NA;NA;NA
517002;NA;NA;NA;NA;SNMP;SNMP;NA;NA;NA;NA;NA;NA;NA;NA
517003;NA;NA;NA;NA;Telnet;Telnet;NA;NA;NA;NA;NA;NA;NA;NA
517004;NA;NA;NA;NA;HTTP;HTTP;NA;NA;NA;NA;NA;NA;NA;NA
517005;NA;NA;NA;NA;TR69;TR69;NA;NA;NA;NA;NA;NA;NA;NA
517006;NA;NA;NA;NA;LAN;LAN;NA;NA;NA;NA;NA;NA;NA;NA
517007;NA;NA;NA;NA;WAN;WAN;NA;NA;NA;NA;NA;NA;NA;NA
517008;NA;NA;NA;NA;Allow;Permitir;NA;NA;NA;NA;NA;NA;NA;NA
517009;NA;NA;NA;NA;Deny;Denegar;NA;NA;NA;NA;NA;NA;NA;NA
517010;NA;NA;NA;NA;Trusted Only;Sólo desde red de gestion;NA;NA;NA;NA;NA;NA;NA;NA
517011;NA;NA;NA;NA;Access Control Services;Acceso a los servicios de control;NA;NA;NA;NA;NA;NA;NA;NA
517012;NA;NA;NA;NA;Trusted Network;Red de gestión;NA;NA;NA;NA;NA;NA;NA;NA
517013;NA;NA;NA;NA;IP Range - Start ;Inicio de rango de IPs;NA;NA;NA;NA;NA;NA;NA;NA
517014;NA;NA;NA;NA;IP Range - End ;Fin de rango de IPs;NA;NA;NA;NA;NA;NA;NA;NA
517015;NA;NA;NA;NA;No ranges set ;No se ha definido ningún rango;NA;NA;NA;NA;NA;NA;NA;NA
517016;NA;NA;NA;NA;SSH;SSH;;;NA;NA;NA;NA;NA;NA
518001;NA;NA;NA;NA;WAN;WAN;NA;NA;NA;NA;NA;NA;NA;NA
518002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
518003;NA;NA;NA;NA;Connection;Conexión;NA;NA;NA;NA;NA;NA;NA;NA
518004;NA;NA;NA;NA;Connection Type;Tipo de conexión;NA;NA;NA;NA;NA;NA;NA;NA
518005;NA;NA;NA;NA;Connection Status;Estado de la conexión;NA;NA;NA;NA;NA;NA;NA;NA
518006;NA;NA;NA;NA;Disconnected;Desconectado;NA;NA;NA;NA;NA;NA;NA;NA
518007;NA;NA;NA;NA;Enable Connection;Habilitar conexión;NA;NA;NA;NA;NA;NA;NA;NA
518008;NA;NA;NA;NA;WAN ADSL;;NA;NA;NA;NA;NA;NA;NA;NA
518009;NA;NA;NA;NA;WAN VDSL;;NA;NA;NA;NA;NA;NA;NA;NA
518010;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
518011;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
518012;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
518013;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
518014;NA;NA;NA;NA;NAT;NAT;NA;NA;NA;NA;NA;NA;NA;NA
518015;NA;NA;NA;NA;Firewall;Firewall;NA;NA;NA;NA;NA;NA;NA;NA
518016;NA;NA;NA;NA;PPP Settings;Configuración de PPP;NA;NA;NA;NA;NA;NA;NA;NA
518017;NA;NA;NA;NA;Authentication Method;Método de autenticación;NA;NA;NA;NA;NA;NA;NA;NA
518018;NA;NA;NA;NA;AUTO;AUTO;NA;NA;NA;NA;NA;NA;NA;NA
518019;NA;NA;NA;NA;Connection Trigger;Connection Trigger;NA;NA;NA;NA;NA;NA;NA;NA
518020;NA;NA;NA;NA;AlwaysOn;AlwaysOn;NA;NA;NA;NA;NA;NA;NA;NA
518021;NA;NA;NA;NA;LCP Echo request interval (sec);LCP Echo request interval (sec);NA;NA;NA;NA;NA;NA;NA;NA
518022;NA;NA;NA;NA;Obtain DNS Servers automatically;Obtener servidores DNS de forma automática;NA;NA;NA;NA;NA;NA;NA;NA
518023;NA;NA;NA;NA;Username;Nombre de usuario;NA;NA;NA;NA;NA;NA;NA;NA
518024;NA;NA;NA;NA;Password;Contraseña;NA;NA;NA;NA;NA;NA;NA;NA
518025;NA;NA;NA;NA;Service Name;Nombre del servicio;NA;NA;NA;NA;NA;NA;NA;NA
518026;NA;NA;NA;NA;Host Name;Host Name;NA;NA;NA;NA;NA;NA;NA;NA
518027;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
518028;NA;NA;NA;NA;MTU [68-1500];MTU [68-1500];NA;NA;NA;NA;NA;NA;NA;NA
518029;NA;NA;NA;NA;Use Static IP Address;Usar dirección IP estática;NA;NA;NA;NA;NA;NA;NA;NA
518030;NA;NA;NA;NA;IP Address;Dirección IP;NA;NA;NA;NA;NA;NA;NA;NA
518031;NA;NA;NA;NA;Netmask;Máscara de red;NA;NA;NA;NA;NA;NA;NA;NA
518032;NA;NA;NA;NA;Gateway;Gateway;NA;NA;NA;NA;NA;NA;NA;NA
518033;NA;NA;NA;NA;Primary DNS server;Servidor DNS primario;NA;NA;NA;NA;NA;NA;NA;NA
518034;NA;NA;NA;NA;Secondary DNS server;Servidor DNS secundario;NA;NA;NA;NA;NA;NA;NA;NA
518035;NA;NA;NA;NA;IP Level Settings;Configuración del nivel IP;NA;NA;NA;NA;NA;NA;NA;NA
518036;NA;NA;NA;NA;ATM PVC Configuration;Configuración ATM PVC;NA;NA;NA;NA;NA;NA;NA;NA
518037;NA;NA;NA;NA;VPI [0-255];VPI [0-255];NA;NA;NA;NA;NA;NA;NA;NA
518038;NA;NA;NA;NA;VCI [32-65535];VCI [32-65535];NA;NA;NA;NA;NA;NA;NA;NA
518039;NA;NA;NA;NA;Service Category;Service Category;NA;NA;NA;NA;NA;NA;NA;NA
518040;NA;NA;NA;NA;UBR Without PCR;UBR Without PCR;NA;NA;NA;NA;NA;NA;NA;NA
518041;NA;NA;NA;NA;UBR With PCR;UBR With PCR;NA;NA;NA;NA;NA;NA;NA;NA
518042;NA;NA;NA;NA;CBR;CBR;NA;NA;NA;NA;NA;NA;NA;NA
518043;NA;NA;NA;NA;Non Realtime VBR;Non Realtime VBR;NA;NA;NA;NA;NA;NA;NA;NA
518044;NA;NA;NA;NA;Realtime VBR;Realtime VBR;NA;NA;NA;NA;NA;NA;NA;NA
518045;NA;NA;NA;NA;Peak Cell Rate [21-2493] (Kbps);Peak Cell Rate [21-2493] (Kbps);NA;NA;NA;NA;NA;NA;NA;NA
518046;NA;NA;NA;NA;Sustainable Cell Rate [21-2493] (Kbps);Sustainable Cell Rate [21-2493] (Kbps);NA;NA;NA;NA;NA;NA;NA;NA
518047;NA;NA;NA;NA;Maximum Burst Size [53-5300000] (Bytes);Maximum Burst Size [53-5300000] (Bytes);NA;NA;NA;NA;NA;NA;NA;NA
518048;NA;NA;NA;NA;Encapsulation Mode;Encapsulation Mode;NA;NA;NA;NA;NA;NA;NA;NA
518049;NA;NA;NA;NA;LLC;LLC;NA;NA;NA;NA;NA;NA;NA;NA
518050;NA;NA;NA;NA;VC;VC;NA;NA;NA;NA;NA;NA;NA;NA
518051;NA;NA;NA;NA;VLAN ID;VLAN ID;NA;NA;NA;NA;NA;NA;NA;NA
518052;NA;NA;NA;NA;VLAN Configuration;VLAN Configuration;NA;NA;NA;NA;NA;NA;NA;NA
518053;NA;NA;NA;NA;802.1P;802.1P;NA;NA;NA;NA;NA;NA;NA;NA
518054;NA;NA;NA;NA;Description;Descripción;NA;NA;NA;NA;NA;NA;NA;NA
518055;NA;NA;NA;NA;Used For;Usado para;NA;NA;NA;NA;NA;NA;NA;NA
518056;NA;NA;NA;NA;QoS;QoS;NA;NA;NA;NA;NA;NA;NA;NA
518057;NA;NA;NA;NA;Status;Estado;NA;NA;NA;NA;NA;NA;NA;NA
518058;NA;NA;NA;NA;No internet connections set;No hay conexión establecida;NA;NA;NA;NA;NA;NA;NA;NA
518059;NA;NA;NA;NA;VoIP only;Sólo VoIP;NA;NA;NA;NA;NA;NA;NA;NA
518060;NA;NA;NA;NA;Enabled;Habilitado;NA;NA;NA;NA;NA;NA;NA;NA
518061;NA;NA;NA;NA;Connected;Conectado;NA;NA;NA;NA;NA;NA;NA;NA
518062;NA;NA;NA;NA;Data only;Sólo Datos;NA;NA;NA;NA;NA;NA;NA;NA
518063;NA;NA;NA;NA;Unconfigured;No configurado;NA;NA;NA;NA;NA;NA;NA;NA
518064;NA;NA;NA;NA;Add Internet Connection;Añadir conexión de Internet;NA;NA;NA;NA;NA;NA;NA;NA
518065;NA;NA;NA;NA;Edit Internet Connection;Editar conexión de Internet;NA;NA;NA;NA;NA;NA;NA;NA
518066;NA;NA;NA;NA;DSL Latency;Latencia DSL;NA;NA;NA;NA;NA;NA;NA;NA
518067;NA;NA;NA;NA;Path0;Path0;NA;NA;NA;NA;NA;NA;NA;NA
518068;NA;NA;NA;NA;Path1;Pat1;NA;NA;NA;NA;NA;NA;NA;NA
518069;NA;NA;NA;NA;PTM Priority;Prioridad PTM;NA;NA;NA;NA;NA;NA;NA;NA
518070;NA;NA;NA;NA;Normal Priority;Prioridad normal;NA;NA;NA;NA;NA;NA;NA;NA
518071;NA;NA;NA;NA;High Priority (Preemption);Prioridad alta (Preemption);NA;NA;NA;NA;NA;NA;NA;NA
518072;NA;NA;NA;NA;Connection Mode;Modo de conexió;NA;NA;NA;NA;NA;NA;NA;NA
518073;NA;NA;NA;NA;Default Mode;Modo por defecto;NA;NA;NA;NA;NA;NA;NA;NA
518074;NA;NA;NA;NA;VLAN MUX Mode;Modo VLAN MUX;NA;NA;NA;NA;NA;NA;NA;NA
518075;NA;NA;NA;NA;MSC Mode;Modo MSC;NA;NA;NA;NA;NA;NA;NA;NA
518076;NA;NA;NA;NA;Connection Type;Tipo de conexión;NA;NA;NA;NA;NA;NA;NA;NA
518077;NA;NA;NA;NA;IPoE;IPoE;NA;NA;NA;NA;NA;NA;NA;NA
518078;NA;NA;NA;NA;All Traffic;Todo el tráfico;NA;NA;NA;NA;NA;NA;NA;NA
518079;NA;NA;NA;NA;802.1P Priority [0-7];802.1P Priority [0-7];NA;NA;NA;NA;NA;NA;NA;NA
518080;NA;NA;NA;NA;802.1Q VLAN ID [0-4094];802.1Q VLAN ID [0-4094];NA;NA;NA;NA;NA;NA;NA;NA
518081;NA;NA;NA;NA;Firewall;Firewall;NA;NA;NA;NA;NA;NA;NA;NA
518082;NA;NA;NA;NA;IGMP Multicast Proxy;IGMP Multicast Proxy;NA;NA;NA;NA;NA;NA;NA;NA
518083;NA;NA;NA;NA;NAT;NAT;NA;NA;NA;NA;NA;NA;NA;NA
518084;NA;NA;NA;NA;IP Address Mode;Modo de direciionamiento IP;NA;NA;NA;NA;NA;NA;NA;NA
518085;NA;NA;NA;NA;Static;Estático;NA;NA;NA;NA;NA;NA;NA;NA
518086;NA;NA;NA;NA;Dynamic;Dinámico;NA;NA;NA;NA;NA;NA;NA;NA
518087;NA;NA;NA;NA;WAN IP Address;Dirección IP WAN;NA;NA;NA;NA;NA;NA;NA;NA
518088;NA;NA;NA;NA;WAN Subnet Mask;Máscara de red IP;NA;NA;NA;NA;NA;NA;NA;NA
518089;NA;NA;NA;NA;WAN Gateway IP Address;Dirección Gateway WAN;NA;NA;NA;NA;NA;NA;NA;NA
518090;NA;NA;NA;NA;Advanced Settings;Configuración avanzada;NA;NA;NA;NA;NA;NA;NA;NA
518091;NA;NA;NA;NA;Option 12 Host Name;Opción 12 Host Name;NA;NA;NA;NA;NA;NA;NA;NA
518092;NA;NA;NA;NA;Option 60 Vendor ID;Opción 60 vendor ID;NA;NA;NA;NA;NA;NA;NA;NA
518093;NA;NA;NA;NA;Option 61 IAID;Opción 61 IAID;NA;NA;NA;NA;NA;NA;NA;NA
518094;NA;NA;NA;NA;Option 61 DUID;Opción 61 DUID;NA;NA;NA;NA;NA;NA;NA;NA
518095;NA;NA;NA;NA;Option 125;Opción 125;NA;NA;NA;NA;NA;NA;NA;NA
518096;NA;NA;NA;NA;PPPoE;PPPoE;NA;NA;NA;NA;NA;NA;NA;NA
518097;NA;NA;NA;NA;CHAP;CHAP;NA;NA;NA;NA;NA;NA;NA;NA
518098;NA;NA;NA;NA;PAP;PAP;NA;NA;NA;NA;NA;NA;NA;NA
518099;NA;NA;NA;NA;On Demand;On Demand;NA;NA;NA;NA;NA;NA;NA;NA
518100;NA;NA;NA;NA;WAN IPv6 enable;WAN IPv6 enable;NA;NA;NA;NA;NA;NA;NA;NA
518101;NA;NA;NA;NA;ADSL Options;;NA;NA;NA;NA;NA;NA;NA;NA
518102;NA;NA;NA;NA;VDSL Options;;NA;NA;NA;NA;NA;NA;NA;NA
518103;NA;NA;NA;NA;VPI [0-255];VPI [0-255];NA;NA;NA;NA;NA;NA;NA;NA
518104;NA;NA;NA;NA;VCI [32-65535];VCI [32-65535];NA;NA;NA;NA;NA;NA;NA;NA
519001;NA;NA;NA;NA;ADSL;ADSL;NA;NA;NA;NA;NA;NA;NA;NA
519002;NA;NA;NA;NA;DSL Mode;Modo DSL;NA;NA;NA;NA;NA;NA;NA;NA
519003;NA;NA;NA;NA;DSL Capacity;Capacidad DSL;NA;NA;NA;NA;NA;NA;NA;NA
519004;NA;NA;NA;NA;xDSL;xDSL;NA;NA;NA;NA;NA;NA;NA;NA
519005;NA;NA;NA;NA;ADSL Mode;Modo ADSL;NA;NA;NA;NA;NA;NA;NA;NA
519006;NA;NA;NA;NA;ADSL Capacity;Capacidad ADSL;NA;NA;NA;NA;NA;NA;NA;NA
519007;NA;NA;NA;NA;VDSL Mode;Modo VDSL;NA;NA;NA;NA;NA;NA;NA;NA
519008;NA;NA;NA;NA;US0 Mode;Modo US0;NA;NA;NA;NA;NA;NA;NA;NA
519009;NA;NA;NA;NA;VDSL and ADSL Capacity;Capacidad ADSL y VDSL;NA;NA;NA;NA;NA;NA;NA;NA
520001;NA;NA;NA;DSL;DSL;DSL;DSL;;NA;NA;NA;NA;NA;NA
520002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
520003;NA;NA;NA;Select the modulation below;Select the modulation below;Select the modulation below;Select the modulation below;;NA;NA;NA;NA;NA;NA
520004;NA;NA;NA;G.Dmt Enabled;G.Dmt Enabled;G.Dmt Enabled;G.Dmt Enabled;;NA;NA;NA;NA;NA;NA
520005;NA;NA;NA;G.lite Enabled;G.lite Enabled;G.lite Enabled;G.lite Enabled;;NA;NA;NA;NA;NA;NA
520006;NA;NA;NA;T1.413 Enabled;T1.413 Enabled;T1.413 Enabled;T1.413 Enabled;;NA;NA;NA;NA;NA;NA
520007;NA;NA;NA;ADSL 2 Enabled;ADSL 2 Enabled;ADSL 2 Enabled;ADSL 2 Enabled;;NA;NA;NA;NA;NA;NA
